rank,name,version,downloads,kind,baseline_build_secs,slicer_build_secs,speedup,status
1,syn,2.0.117,1595761057,lib,5.42,4.33,1.252,both_built
2,hashbrown,0.17.0,1469613376,lib,1.92,1.49,1.289,both_built
3,bitflags,2.11.1,1226802506,lib,0.17,0.47,0.362,both_built
4,getrandom,0.4.2,1183144905,lib,2.44,1.81,1.348,both_built
5,rand_core,0.10.1,1106779248,lib,0.29,0.21,1.381,both_built
6,proc-macro2,1.0.106,1102185702,lib,1.87,1.12,1.67,both_built
7,libc,0.2.186,1097915001,lib,1.7,1.53,1.111,both_built
8,base64,0.22.1,1091953499,lib,0.28,0.58,0.483,both_built
9,quote,1.0.45,1087228740,lib,1.39,2.37,0.586,both_built
10,rand,0.8.6,1080778604,lib,8.48,7.97,1.064,both_built
11,regex-syntax,0.8.10,1019226974,lib,3.8,2.97,1.279,both_built
12,indexmap,2.14.0,1013962675,lib,2.24,2.06,1.087,both_built
13,itertools,0.14.0,1013787654,lib,0.58,2.21,0.262,both_built
14,cfg-if,1.0.4,975444268,lib,0.15,0.13,1.154,both_built
15,serde,1.0.228,952229993,lib,4.33,4.13,1.048,both_built
16,thiserror-impl,2.0.18,929278419,lib,3.43,2.07,1.657,both_built
17,thiserror,2.0.18,929103435,lib,4.06,4.37,0.929,both_built
18,rand_chacha,0.10.0,927875277,lib,4.14,4.15,0.998,both_built
19,windows-sys,0.61.2,920841453,lib,0.6,0.35,1.714,both_built
20,memchr,2.8.0,907112303,lib,1.61,1.19,1.353,both_built
21,unicode-ident,1.0.24,892277911,lib,0.29,0.19,1.526,both_built
22,serde_derive,1.0.228,889654647,lib,6.92,6.18,1.12,both_built
23,itoa,1.0.18,882296719,lib,0.41,0.24,1.708,both_built
24,autocfg,1.5.0,880421082,lib,0.76,0.45,1.689,both_built
25,heck,0.5.0,865719042,lib,0.75,0.7,1.071,both_built
26,serde_json,1.0.149,856290797,lib,5.4,5.01,1.078,both_built
27,regex-automata,0.4.14,854912514,lib,10.81,9.5,1.138,both_built
28,log,0.4.29,843840272,lib,0.51,0.41,1.244,both_built
29,once_cell,1.21.4,840605405,lib,0.43,0.29,1.483,both_built
30,cc,1.2.61,828782039,lib,3.45,1.4,2.464,both_built
31,regex,1.12.3,793729704,lib,13.59,13.2,1.03,both_built
32,ryu,1.0.23,791089977,lib,0.52,0.54,0.963,both_built
33,clap,4.6.1,787694370,bin,19.68,17.95,1.096,both_built
34,smallvec,2.0.0-alpha.12,782803296,lib,0.47,0.37,1.27,both_built
35,aho-corasick,1.1.4,779672103,lib,6.13,3.18,1.928,both_built
36,socket2,0.6.3,779091997,lib,2.15,1.69,1.272,both_built
37,parking_lot_core,0.9.12,769261117,lib,0.99,0.82,1.207,both_built
38,rustix,1.1.4,748256411,lib,1.63,1.27,1.283,both_built
39,parking_lot,0.12.5,746781055,lib,3.11,2.4,1.296,both_built
40,strsim,0.11.1,745586227,lib,0.96,0.64,1.5,both_built
41,windows_x86_64_msvc,0.53.1,712330486,lib,0.3,0.23,1.304,both_built
42,lazy_static,1.5.0,703033534,lib,0.22,0.15,1.467,both_built
43,num-traits,0.2.19,697780268,lib,1.63,1.56,1.045,both_built
44,linux-raw-sys,0.12.1,695965362,lib,0.56,0.73,0.767,both_built
45,windows_x86_64_gnu,0.53.1,684699809,lib,0.3,0.23,1.304,both_built
46,version_check,0.9.5,684347753,lib,0.63,0.39,1.615,both_built
47,bytes,1.11.1,680760519,lib,1.18,0.89,1.326,both_built
48,windows_aarch64_msvc,0.53.1,679225448,lib,0.3,0.25,1.2,both_built
49,windows_i686_msvc,0.53.1,678874853,lib,0.3,0.22,1.364,both_built
50,semver,1.0.28,677663294,lib,0.64,0.41,1.561,both_built
51,windows_i686_gnu,0.53.1,677248217,lib,0.71,0.29,2.448,both_built
52,either,1.15.0,676852850,lib,0.65,0.38,1.711,both_built
53,mio,1.2.0,673175281,lib,3.46,5.59,0.619,both_built
54,lock_api,0.4.14,670889473,lib,4.75,0.64,7.422,both_built
55,pin-project-lite,0.2.17,666286262,lib,0.93,0.22,4.227,both_built
56,idna,1.1.0,666204054,lib,36.09,34.33,1.051,both_built
57,windows-targets,0.53.5,666059801,lib,1.22,0.87,1.402,both_built
58,digest,0.11.2,661925858,lib,6.27,4.18,1.5,both_built
59,http,1.4.0,660623182,lib,5.3,6.43,0.824,both_built
60,anyhow,1.0.102,645531322,lib,1.19,1.3,0.915,both_built
61,block-buffer,0.12.0,644331868,lib,4.08,1.96,2.082,both_built
62,scopeguard,1.2.0,642315409,lib,3.34,0.2,16.7,both_built
63,windows_x86_64_gnullvm,0.53.1,636962972,lib,0.54,0.33,1.636,both_built
64,windows_aarch64_gnullvm,0.53.1,636959319,lib,1.26,0.31,4.065,both_built
65,time,0.3.47,636022901,lib,3.11,13.1,0.237,both_built
66,tokio,1.52.1,632458112,lib,8.29,1.6,5.181,both_built
67,miniz_oxide,0.9.1,630416196,lib,2.98,1.47,2.027,both_built
68,ppv-lite86,0.2.21,617118413,lib,3.63,1.89,1.921,both_built
69,hyper,1.9.0,616968749,lib,12.49,12.44,1.004,both_built
70,crossbeam-utils,0.8.21,615762685,lib,2.84,0.98,2.898,both_built
71,rustls,0.23.39,609400167,lib,89.23,56.8,1.571,both_built
72,percent-encoding,2.3.2,602751128,lib,0.71,0.33,2.152,both_built
73,fastrand,2.4.1,597400188,lib,0.75,0.38,1.974,both_built
74,slab,0.4.12,596707376,lib,4.38,0.4,10.95,both_built
75,url,2.5.8,592331786,lib,9.3,7.71,1.206,both_built
76,toml,1.1.2+spec-1.1.0,590910706,,,,,not_run
77,futures-core,0.3.32,589133636,lib,0.43,0.24,1.792,both_built
78,generic-array,1.4.0,586295129,lib,1.71,1.51,1.132,both_built
79,futures-util,0.3.32,578729350,lib,8.51,7.87,1.081,both_built
80,futures-task,0.3.32,578187460,lib,0.64,0.35,1.829,both_built
81,sha2,0.11.0,575298988,lib,9.05,7.49,1.208,both_built
82,http-body,1.0.1,572026562,lib,5.1,1.1,4.636,both_built
83,tracing-core,0.1.36,571772915,lib,4.14,1.12,3.696,both_built
84,clap_lex,1.1.0,571077296,lib,0.91,1.47,0.619,both_built
85,byteorder,1.5.0,570024513,lib,1.09,0.41,2.659,both_built
86,futures-sink,0.3.32,565878271,lib,0.58,0.23,2.522,both_built
87,typenum,1.20.0,565720639,lib,2.48,1.52,1.632,both_built
88,futures-channel,0.3.32,562319639,lib,0.8,0.76,1.053,both_built
89,tracing,0.1.44,562068036,lib,10.9,11.59,0.94,both_built
90,unicode-width,0.2.2,556491527,lib,1.58,0.38,4.158,both_built
91,h2,0.4.13,556273380,lib,15.42,21.45,0.719,both_built
92,memoffset,0.9.1,553413269,lib,1.3,0.64,2.031,both_built
93,chrono,0.4.44,551811682,lib,9.73,6.26,1.554,both_built
94,fnv,1.0.7,547756300,lib,4.36,2.19,1.991,both_built
95,ahash,0.8.12,545678848,lib,14.88,11.75,1.266,both_built
96,zerocopy,0.8.48,542274137,lib,8.56,9.7,0.882,both_built
97,futures-io,0.3.32,540411650,lib,0.57,0.3,1.9,both_built
98,tempfile,3.27.0,540036163,lib,6.97,9.76,0.714,both_built
99,pin-utils,0.1.0,535303577,lib,0.42,0.3,1.4,both_built
100,nix,0.31.2,533549001,lib,8.43,5.35,1.576,both_built
101,cpufeatures,0.3.0,533387788,lib,0.46,0.16,2.875,both_built
102,errno,0.3.14,531380519,lib,2.18,5.7,0.382,both_built
103,tokio-util,0.7.18,530704075,lib,5.73,8.46,0.677,both_built
104,uuid,1.23.1,529966238,lib,3.92,0.61,6.426,both_built
105,futures,0.3.32,527192288,lib,13.47,15.21,0.886,both_built
106,toml_edit,0.25.11+spec-1.1.0,526399758,,,,,not_run
107,form_urlencoded,1.2.2,524900231,lib,2.52,1.05,2.4,both_built
108,winnow,1.0.2,523405186,lib,2.61,2.65,0.985,both_built
109,wasi,0.14.7+wasi-0.2.4,516448510,,,,,not_run
110,tokio-rustls,0.26.4,509647686,lib,88.91,64.54,1.378,both_built
111,pkg-config,0.3.33,507265218,lib,3.43,0.61,5.623,both_built
112,rustc_version,0.4.1,504672356,lib,5.91,1.37,4.314,both_built
113,futures-macro,0.3.32,504652842,lib,6.81,9.49,0.718,both_built
114,tokio-macros,2.7.0,504194663,lib,6.87,7.82,0.879,both_built
115,equivalent,1.0.2,500705952,lib,0.44,0.23,1.913,both_built
116,untrusted,0.9.0,497475461,lib,2.06,0.32,6.438,both_built
117,nom,8.0.0,493535258,lib,5.95,7.99,0.745,both_built
118,ring,0.17.14,493203435,lib,67.28,21.91,3.071,both_built
119,rustls-webpki,0.103.13,491095280,lib,5.54,5.49,1.009,both_built
120,tracing-attributes,0.1.31,490521433,lib,25.83,12.31,2.098,both_built
121,clap_derive,4.6.1,486088795,lib,6.48,5.87,1.104,both_built
122,futures-executor,0.3.32,482121728,lib,4.5,4.44,1.014,both_built
123,crypto-common,0.2.1,481184472,lib,6.35,3.21,1.978,both_built
124,rustc-hash,2.1.2,480480194,lib,6.01,0.23,26.13,both_built
125,shlex,1.3.0,479001113,lib,2.14,0.54,3.963,both_built
126,httparse,1.10.1,478987185,lib,1.18,1.86,0.634,both_built
127,tinyvec,1.11.0,478902574,lib,1.38,0.86,1.605,both_built
128,redox_syscall,0.7.4,477738142,lib,4.05,2.75,1.473,both_built
129,num-integer,0.1.46,475056620,lib,4.16,2.65,1.57,both_built
130,signal-hook-registry,1.4.8,471482497,lib,9.1,6.52,1.396,both_built
131,rustversion,1.0.22,470728822,lib,0.99,1.36,0.728,both_built
132,spin,0.10.0,470535015,lib,7.13,6.75,1.056,both_built
133,thread_local,1.1.9,466122613,lib,1.49,0.65,2.292,both_built
134,webpki-roots,1.0.7,466117208,lib,2.74,1.07,2.561,both_built
135,clap_builder,4.6.0,461617830,lib,7.73,5.89,1.312,both_built
136,darling_macro,0.23.0,461453845,lib,9.12,18.46,0.494,both_built
137,darling_core,0.23.0,461422404,lib,21.75,18.35,1.185,both_built
138,darling,0.23.0,461340020,lib,19.4,19.6,0.99,both_built
139,crc32fast,1.5.0,458171536,lib,0.89,0.64,1.391,both_built
140,num_cpus,1.17.0,456666102,lib,3.78,2.68,1.41,both_built
141,subtle,2.6.1,456232968,lib,1.0,0.29,3.448,both_built
142,flate2,1.1.9,455009357,lib,7.09,5.7,1.244,both_built
143,time-macros,0.2.27,454060626,lib,1.64,3.1,0.529,both_built
144,reqwest,0.13.2,451111307,lib,106.06,73.87,1.436,both_built
144,reqwest,0.13.3,451111307,lib,136.39,110.5,1.234,both_built
145,async-trait,0.1.89,449276121,lib,16.41,10.48,1.566,both_built
146,anstyle,1.0.14,448219886,lib,0.83,0.66,1.258,both_built
147,toml_datetime,1.1.1+spec-1.1.0,445852357,,,,,not_run
148,iana-time-zone,0.1.65,445358456,lib,2.43,0.49,4.959,both_built
149,crossbeam-epoch,0.9.18,439601714,lib,2.18,2.06,1.058,both_built
150,object,0.39.1,437860071,lib,10.66,13.14,0.811,both_built
151,unicode-xid,0.2.6,437668503,lib,1.45,0.64,2.266,both_built
152,tinyvec_macros,0.1.1,437454451,lib,5.71,0.15,38.067,both_built
153,hex,0.4.3,435935073,lib,3.57,0.61,5.852,both_built
154,env_logger,0.11.10,435661509,lib,24.12,31.0,0.778,both_built
155,strum_macros,0.28.0,433224417,lib,11.59,8.57,1.352,both_built
156,zeroize,1.8.2,431227032,lib,1.04,0.44,2.364,both_built
157,strum,0.28.0,425633806,lib,0.68,0.24,2.833,both_built
158,want,0.3.1,422810921,lib,1.2,0.58,2.069,both_built
159,try-lock,0.2.5,421878547,lib,0.7,0,0,baseline_failed
160,tower-service,0.3.3,421411632,lib,5.05,0.28,18.036,both_built
161,unicode-normalization,0.1.25,421059481,lib,2.99,6.47,0.462,both_built
162,rustc-demangle,0.1.27,420122219,lib,8.14,0.98,8.306,both_built
163,crossbeam-deque,0.8.6,419983016,lib,2.11,6.51,0.324,both_built
164,gimli,0.33.0,419243380,lib,12.7,13.72,0.926,both_built
165,glob,0.3.3,418036855,lib,2.1,0.55,3.818,both_built
166,mime,0.3.17,417648940,lib,0.72,0,0,baseline_failed
167,anstream,1.0.0,416644482,lib,3.32,4.2,0.79,both_built
168,synstructure,0.13.2,415799941,lib,18.19,15.06,1.208,both_built
169,rustls-pemfile,2.2.0,415369857,lib,2.63,1.5,1.753,both_built
170,crossbeam-channel,0.5.15,414433900,lib,3.06,3.22,0.95,both_built
171,pin-project,1.1.11,410151058,lib,7.93,8.43,0.941,both_built
172,pin-project-internal,1.1.11,410092218,lib,10.25,9.01,1.138,both_built
173,time-core,0.1.8,409420743,lib,0.83,0.33,2.515,both_built
174,hyper-rustls,0.27.9,409350522,lib,91.25,58.68,1.555,both_built
175,tower,0.5.3,408016795,lib,2.01,1.3,1.546,both_built
176,sync_wrapper,1.0.2,407644158,lib,1.2,0.17,7.059,both_built
177,walkdir,2.5.0,406551805,lib,1.48,1.01,1.465,both_built
178,anstyle-parse,1.0.0,405098298,lib,0.68,0.6,1.133,both_built
179,anstyle-query,1.1.5,403191694,lib,0.96,0.22,4.364,both_built
180,hermit-abi,0.5.2,399978793,lib,0.53,0.74,0.716,both_built
181,httpdate,1.0.3,398993886,lib,1.63,6.31,0.258,both_built
182,termcolor,1.4.1,395535008,lib,1.66,0.76,2.184,both_built
183,colorchoice,1.0.5,394448267,lib,0.67,0.44,1.523,both_built
184,num-bigint,0.1.45,391136202,lib,8.65,6.69,1.293,both_built
185,same-file,1.0.6,390663017,lib,0.51,0.74,0.689,both_built
186,tracing-subscriber,0.3.23,389672489,lib,12.42,5.03,2.469,both_built
187,openssl-probe,0.2.1,386632232,lib,0.73,0.25,2.92,both_built
188,utf8parse,0.2.2,386456806,lib,0.6,2.12,0.283,both_built
189,addr2line,0.26.1,385213247,bin,23.74,21.22,1.119,both_built
190,stable_deref_trait,1.2.1,385060921,lib,1.57,0.22,7.136,both_built
191,arrayvec,0.7.6,385005268,lib,0.81,0.57,1.421,both_built
192,prost,0.14.3,383755285,lib,8.22,22.31,0.368,both_built
193,unicode-bidi,0.3.18,382061220,lib,2.41,0.85,2.835,both_built
194,backtrace,0.3.76,380977307,lib,10.39,15.53,0.669,both_built
195,prost-derive,0.14.3,379497929,lib,6.38,7.71,0.827,both_built
196,serde_urlencoded,0.7.1,377015226,lib,10.9,6.57,1.659,both_built
197,ipnet,2.12.0,373065588,lib,1.34,0.8,1.675,both_built
198,event-listener,5.4.1,372244738,lib,1.97,1.24,1.589,both_built
199,paste,1.0.15,370896615,lib,2.06,5.46,0.377,both_built
200,deranged,0.5.8,369791912,lib,2.41,2.03,1.187,both_built
201,hmac,0.13.0,369684213,lib,18.21,4.11,4.431,both_built
202,minimal-lexical,0.1.4,367270358,lib,0.86,1.24,0.694,both_built
203,encoding_rs,0.8.35,366744799,lib,5.49,3.44,1.596,both_built
204,bumpalo,3.20.2,364965524,lib,1.14,0.57,2.0,both_built
205,rayon,1.12.0,364931382,lib,11.32,10.04,1.127,both_built
206,phf_shared,0.13.1,364629369,lib,1.79,1.71,1.047,both_built
207,rayon-core,1.13.0,361581489,lib,4.89,3.01,1.625,both_built
208,unicode-segmentation,1.13.2,361524350,lib,1.83,0.97,1.887,both_built
209,tracing-log,0.2.0,360325319,lib,5.91,3.34,1.769,both_built
210,jobserver,0.1.34,356893099,lib,1.84,2.9,0.634,both_built
211,proc-macro-crate,3.5.0,353803484,lib,5.88,7.31,0.804,both_built
212,libloading,0.9.0,353305385,lib,1.85,2.86,0.647,both_built
213,rustls-native-certs,0.8.3,350999298,lib,5.78,5.21,1.109,both_built
214,sharded-slab,0.1.7,350371222,lib,9.87,2.39,4.13,both_built
215,zerocopy-derive,0.8.48,348277199,lib,12.23,13.68,0.894,both_built
216,winapi,0.3.9,347297671,lib,1.94,0.48,4.042,both_built
217,petgraph,0.8.3,347256839,lib,9.41,6.84,1.376,both_built
218,siphasher,1.0.2,345497600,lib,4.59,1.55,2.961,both_built
219,convert_case,0.11.0,343478798,lib,5.07,1.9,2.668,both_built
220,textwrap,0.16.2,342300303,lib,3.35,2.54,1.319,both_built
221,humantime,2.3.0,341198103,lib,1.84,0.59,3.119,both_built
222,static_assertions,1.1.0,336438907,lib,0.59,0.27,2.185,both_built
223,serde_spanned,1.1.1,335092376,lib,9.83,6.02,1.633,both_built
224,fixedbitset,0.5.7,334187607,lib,2.34,0.49,4.776,both_built
225,wasm-bindgen,0.2.118,333698636,lib,8.1,6.75,1.2,both_built
226,wasm-bindgen-macro,0.2.118,333377145,lib,3.43,4.88,0.703,both_built
227,wasm-bindgen-macro-support,0.2.118,333156343,lib,28.99,29.82,0.972,both_built
228,wasm-bindgen-shared,0.2.118,332745175,lib,1.28,0.98,1.306,both_built
229,nu-ansi-term,0.50.3,329697323,lib,0.93,0.58,1.603,both_built
230,openssl-sys,0.9.114,329126872,lib,4.97,10.07,0.494,both_built
231,phf,0.13.1,328260115,lib,2.6,1.71,1.52,both_built
232,powerfmt,0.2.0,327694047,lib,3.56,3.28,1.085,both_built
233,windows_i686_gnullvm,0.53.1,319179711,lib,0.83,0.35,2.371,both_built
234,displaydoc,0.2.5,318420413,lib,7.23,5.86,1.234,both_built
235,sha1,0.11.0,317601429,lib,4.71,2.89,1.63,both_built
236,which,8.0.2,316170423,lib,2.72,1.56,1.744,both_built
237,num-conv,0.2.1,316081108,lib,0.58,0.63,0.921,both_built
238,prettyplease,0.2.37,315799406,lib,10.61,6.61,1.605,both_built
239,tower-layer,0.3.3,314402667,lib,1.03,0.35,2.943,both_built
240,tokio-stream,0.1.18,313235965,lib,7.11,10.0,0.711,both_built
241,derive_more,2.1.1,313020481,lib,0.51,0,0,baseline_failed
242,vcpkg,0.2.15,312630450,lib,5.01,0.77,6.506,both_built
243,matchers,0.2.0,310277721,lib,12.96,8.2,1.58,both_built
244,js-sys,0.3.95,310064765,lib,33.71,26.89,1.254,both_built
245,prost-types,0.14.3,307378252,lib,6.83,8.55,0.799,both_built
246,ident_case,1.0.1,303689100,lib,0.41,0.31,1.323,both_built
247,tinystr,0.8.3,303376362,lib,6.49,5.83,1.113,both_built
248,half,2.7.1,302529450,lib,14.65,29.61,0.495,both_built
249,foreign-types,0.5.0,301583115,lib,9.17,5.56,1.649,both_built
250,ordered-float,5.3.0,301004652,lib,3.44,2.72,1.265,both_built
251,foreign-types-shared,0.3.1,300978557,lib,2.83,0.22,12.864,both_built
252,litemap,0.8.2,299644179,lib,0.88,0.84,1.048,both_built
253,yoke,0.8.2,297598374,lib,12.46,1.82,6.846,both_built
254,yoke-derive,0.8.2,297540329,lib,8.72,3.85,2.265,both_built
255,is_terminal_polyfill,1.48.2,297439106,lib,6.75,7.26,0.93,both_built
256,axum,0.8.9,297317181,lib,30.4,25.0,1.216,both_built
257,libm,0.2.16,296374147,lib,2.7,2.95,0.915,both_built
258,icu_properties_data,2.2.0,295801714,lib,1.42,0.58,2.448,both_built
259,zerovec,0.11.6,295004177,lib,3.09,2.99,1.033,both_built
260,allocator-api2,0.4.0,294988460,lib,5.15,1.66,3.102,both_built
261,axum-core,0.5.6,294191552,lib,8.26,11.31,0.73,both_built
262,atty,0.2.14,294123341,lib,2.75,1.06,2.594,both_built
263,adler2,2.0.1,293411908,lib,6.5,0.89,7.303,both_built
264,icu_properties,2.2.0,292965857,lib,17.73,23.75,0.747,both_built
265,writeable,0.6.3,291447350,lib,1.39,0.57,2.439,both_built
266,icu_provider,2.2.0,291392240,lib,5.82,5.89,0.988,both_built
267,zerovec-derive,0.11.3,290996968,lib,7.45,12.2,0.611,both_built
268,icu_normalizer_data,2.2.0,289795559,lib,2.46,0.41,6.0,both_built
269,openssl,0.10.78,289722547,lib,19.04,19.39,0.982,both_built
270,icu_collections,2.2.0,289007078,lib,33.65,9.51,3.538,both_built
271,der,0.8.0,288959023,lib,8.41,2.3,3.657,both_built
272,home,0.5.12,287869813,lib,5.49,0.28,19.607,both_built
273,zerofrom,0.1.7,287557641,lib,0.54,0.3,1.8,both_built
274,zerofrom-derive,0.1.7,286513907,lib,4.48,21.43,0.209,both_built
275,bstr,1.12.1,286500426,lib,8.13,4.51,1.803,both_built
276,icu_normalizer,2.2.0,286408504,lib,31.92,10.04,3.179,both_built
277,rustls-pki-types,1.14.1,285155686,lib,2.21,1.3,1.7,both_built
278,phf_generator,0.13.1,283542472,bin,4.45,1.63,2.73,both_built
279,bindgen,0.72.1,282770234,lib,40.66,32.16,1.264,both_built
280,winapi-x86_64-pc-windows-gnu,0.4.0,281184308,lib,1.49,0.57,2.614,both_built
281,winapi-i686-pc-windows-gnu,0.4.0,279502782,lib,0.95,0.37,2.568,both_built
282,idna_adapter,1.2.1,275649682,lib,26.05,17.15,1.519,both_built
283,signature,3.0.0-rc.10,275081817,lib,5.44,1.06,5.132,both_built
284,zstd-safe,7.2.4,274198691,lib,24.48,15.45,1.584,both_built
285,cfg_aliases,0.2.1,273659227,lib,0.52,0.54,0.963,both_built
286,matchit,0.9.2,272927604,lib,1.15,0.71,1.62,both_built
287,proc-macro-error,1.0.4,271760988,lib,9.66,9.54,1.013,both_built
288,core-foundation,0.10.1,271622296,lib,4.63,1.71,2.708,both_built
289,wasm-bindgen-backend,0.2.104,271492521,lib,21.05,17.9,1.176,both_built
290,spki,0.8.0,271264569,lib,3.5,2.91,1.203,both_built
291,core-foundation-sys,0.8.7,270498700,lib,2.41,0.57,4.228,both_built
292,proc-macro-error-attr,1.0.4,270421915,lib,1.59,1.67,0.952,both_built
293,hyper-util,0.1.20,269484335,lib,8.12,5.57,1.458,both_built
294,zstd,0.13.3,269448691,lib,28.29,15.0,1.886,both_built
295,atomic-waker,1.1.2,269046242,lib,0.97,0.27,3.593,both_built
296,utf8_iter,1.0.4,269000069,lib,0.68,1.95,0.349,both_built
297,num-rational,0.1.43,267214758,lib,8.77,7.21,1.216,both_built
298,instant,0.1.13,265594108,lib,1.22,0.59,2.068,both_built
299,unicase,2.9.0,264101342,lib,0.74,0.44,1.682,both_built
300,serde_yaml,0.9.34+deprecated,263982124,,,,,not_run
301,data-encoding,2.11.0,261191619,lib,4.28,2.1,2.038,both_built
302,pkcs8,0.11.0-rc.11,260778203,lib,8.37,3.2,2.616,both_built
303,sct,0.7.1,260729543,lib,33.55,20.11,1.668,both_built
304,quick-xml,0.39.2,259241009,lib,3.52,1.91,1.843,both_built
305,winapi-util,0.1.11,258755902,lib,0.65,0.19,3.421,both_built
306,tonic,0.14.5,258264812,lib,66.91,49.04,1.364,both_built
307,hyper-tls,0.6.0,256921107,lib,29.5,32.1,0.919,both_built
308,http-body-util,0.1.3,256470537,lib,7.41,13.38,0.554,both_built
309,portable-atomic,1.13.1,255816673,lib,2.37,1.1,2.155,both_built
310,bit-vec,0.9.1,255803698,lib,0.71,0.57,1.246,both_built
311,dashmap,7.0.0-rc2,254910247,lib,2.48,3.79,0.654,both_built
312,adler,1.0.2,254677049,lib,7.09,1.18,6.008,both_built
313,num-complex,0.1.44,253649926,lib,4.8,3.02,1.589,both_built
314,filetime,0.2.27,252932805,lib,3.32,3.6,0.922,both_built
315,windows-core,0.62.2,252259909,lib,7.7,6.89,1.118,both_built
316,quick-error,2.0.1,251997370,lib,2.44,0.21,11.619,both_built
317,base64ct,1.8.3,250887671,lib,0.64,0.5,1.28,both_built
318,is-terminal,0.4.17,250592041,lib,1.7,1.16,1.466,both_built
319,tower-http,0.6.8,249929061,lib,12.65,9.5,1.332,both_built
320,num-iter,0.1.45,249193902,lib,2.69,2.72,0.989,both_built
321,foldhash,0.2.0,248501511,lib,3.57,0.55,6.491,both_built
322,native-tls,0.2.18,248374797,lib,18.7,13.88,1.347,both_built
323,opaque-debug,0.4.0,247513720,lib,0.67,0.23,2.913,both_built
324,prost-build,0.14.3,246623904,lib,25.06,24.25,1.033,both_built
325,web-sys,0.3.95,245268479,lib,21.53,17.1,1.259,both_built
326,serde_with,3.18.0,244745038,lib,18.91,10.42,1.815,both_built
327,const-oid,0.10.2,244040515,lib,3.65,0.65,5.615,both_built
328,zstd-sys,2.0.16+zstd.1.5.7,242831870,,,,,not_run
329,async-channel,2.5.0,242262263,lib,2.91,3.65,0.797,both_built
330,crunchy,0.2.4,241907879,lib,0.65,0.36,1.806,both_built
331,serde_with_macros,3.18.0,241103436,lib,13.01,19.98,0.651,both_built
332,bit-set,0.10.0,239019818,lib,1.61,1.75,0.92,both_built
333,target-lexicon,0.13.5,237480819,lib,2.96,1.5,1.973,both_built
334,cipher,0.5.1,235422902,lib,3.46,3.56,0.972,both_built
335,security-framework,3.7.0,234797474,lib,10.01,3.83,2.614,both_built
336,crossbeam-queue,0.3.12,232119572,lib,1.28,0.84,1.524,both_built
337,bytemuck,1.25.0,231719058,lib,1.62,0.47,3.447,both_built
338,schemars,1.2.1,231429716,lib,31.9,25.85,1.234,both_built
339,console,0.16.3,228488246,lib,5.03,6.27,0.802,both_built
340,pest,2.8.6,228472300,lib,7.66,6.16,1.244,both_built
341,memmap2,0.9.10,228431256,lib,2.22,1.17,1.897,both_built
342,bincode,3.0.0,227824720,lib,0.1,0,0,baseline_failed
343,indoc,2.0.7,227818827,lib,1.07,0.45,2.378,both_built
344,async-stream,0.3.6,225873428,lib,8.18,8.28,0.988,both_built
345,async-stream-impl,0.3.6,225610775,lib,8.25,13.27,0.622,both_built
346,openssl-macros,0.1.1,225423108,lib,4.19,3.4,1.232,both_built
347,futures-lite,2.6.1,225027403,lib,1.83,2.57,0.712,both_built
348,concurrent-queue,2.5.0,224436514,lib,2.1,1.24,1.694,both_built
349,dirs-sys,0.5.0,219240972,lib,3.05,1.35,2.259,both_built
350,md-5,0.11.0,219135674,lib,10.91,2.33,4.682,both_built
351,linked-hash-map,0.5.6,218940215,lib,0.76,0.39,1.949,both_built
352,hyper-timeout,0.5.2,218752978,lib,35.13,25.45,1.38,both_built
353,lru,0.18.0,218051937,lib,4.0,4.44,0.901,both_built
354,multimap,0.10.1,216872246,lib,6.18,6.26,0.987,both_built
355,windows,0.62.2,216652575,lib,0.94,0,0,baseline_failed
356,constant_time_eq,0.5.0,215714850,lib,1.27,0.64,1.984,both_built
357,clang-sys,1.8.1,215643221,lib,3.32,3.52,0.943,both_built
358,parking,2.2.1,215554080,lib,0.78,0.29,2.69,both_built
359,dirs,6.0.0,213907471,lib,5.54,2.94,1.884,both_built
360,ucd-trie,0.1.7,212635911,lib,1.01,0.52,1.942,both_built
361,tokio-native-tls,0.3.1,210877604,lib,2.96,0,0,baseline_failed
362,cexpr,0.6.0,208855070,lib,4.72,4.94,0.955,both_built
363,arc-swap,1.9.1,208841514,lib,1.59,1.42,1.12,both_built
364,aes,0.9.0,207541765,lib,12.9,7.53,1.713,both_built
365,dyn-clone,1.0.20,206514603,lib,0.51,0.23,2.217,both_built
366,wasm-bindgen-futures,0.4.68,205952938,lib,20.13,19.49,1.033,both_built
367,async-lock,3.4.2,204485402,lib,4.43,6.84,0.648,both_built
368,overload,0.1.1,202981879,lib,0.42,0.36,1.167,both_built
369,pem,3.0.6,202879437,lib,8.78,1.25,7.024,both_built
370,serde_core,1.0.228,202516237,lib,5.53,4.45,1.243,both_built
371,pest_derive,2.8.6,197641606,lib,16.28,9.02,1.805,both_built
372,hashlink,0.11.0,197483312,lib,3.56,6.23,0.571,both_built
373,pem-rfc7468,1.0.0,197210677,lib,3.57,3.31,1.079,both_built
374,security-framework-sys,2.17.0,196617730,lib,9.85,5.21,1.891,both_built
375,pest_meta,2.8.6,196111752,lib,6.0,7.65,0.784,both_built
376,pest_generator,2.8.6,195973982,lib,17.7,12.59,1.406,both_built
377,schannel,0.1.29,194728691,lib,26.75,20.97,1.276,both_built
378,criterion,0.8.2,194546278,lib,25.18,26.24,0.96,both_built
