rank,name,version,downloads,kind,baseline_build_secs,slicer_build_secs,speedup,status
379,anstyle-wincon,3.0.11,194025946,lib,0.95,0.83,1.145,both_built
380,windows-result,0.4.1,193268563,lib,0.9,0.65,1.385,both_built
381,phf_codegen,0.13.1,193198276,lib,4.18,2.22,1.883,both_built
382,ansi_term,0.12.1,192401546,lib,0.68,0.57,1.193,both_built
383,num,0.1.43,192364666,lib,9.45,8.85,1.068,both_built
384,windows-link,0.2.1,191956667,lib,0.42,0.19,2.211,both_built
385,num_enum,0.7.6,191241838,lib,11.02,9.3,1.185,both_built
386,num_enum_derive,0.7.6,191108965,lib,10.74,9.9,1.085,both_built
387,bitvec,1.0.1,190135209,lib,8.04,6.32,1.272,both_built
388,tungstenite,0.29.0,190120828,lib,17.11,22.75,0.752,both_built
389,mime_guess,2.0.5,189716684,lib,2.92,5.12,0.57,both_built
390,android_system_properties,0.1.5,189308735,lib,2.17,1.36,1.596,both_built
391,radium,1.1.1,187934031,lib,6.2,3.35,1.851,both_built
392,simd-adler32,0.3.9,186679458,lib,5.05,1.03,4.903,both_built
393,tap,1.0.1,185292208,lib,2.83,0.23,12.304,both_built
394,rand_xorshift,0.5.0,184593279,lib,1.07,0.5,2.14,both_built
395,unsafe-libyaml,0.2.11,183335414,lib,0.17,0,0,baseline_failed
396,funty,3.0.0-rc2,182874572,lib,1.73,1.39,1.245,both_built
397,wyz,0.6.1,182563209,lib,1.24,5.1,0.243,both_built
398,utf-8,0.7.6,181098682,lib,0.97,0.34,2.853,both_built
399,opentelemetry,0.31.0,180279978,lib,8.95,13.91,0.643,both_built
400,cmake,0.1.58,180122659,lib,8.98,9.4,0.955,both_built
401,iana-time-zone-haiku,0.1.2,180043685,lib,4.01,5.09,0.788,both_built
402,crc,3.4.0,179603579,lib,1.52,1.68,0.905,both_built
403,libz-sys,1.1.28,179221553,lib,3.16,7.64,0.414,both_built
404,arrayref,0.3.9,179146956,lib,0.33,0.28,1.179,both_built
405,polling,3.11.0,178879473,lib,9.14,10.52,0.869,both_built
406,urlencoding,2.1.3,178692347,lib,1.25,0.36,3.472,both_built
407,lazycell,1.3.0,177933161,lib,0.79,0.33,2.394,both_built
408,crypto-bigint,0.7.3,177157660,lib,7.29,5.37,1.358,both_built
409,valuable,0.1.1,177087219,lib,3.11,1.14,2.728,both_built
410,criterion-plot,0.8.2,176254367,lib,2.96,7.13,0.415,both_built
411,tracing-serde,0.2.0,175080150,lib,14.26,13.93,1.024,both_built
412,yansi,1.0.1,174879350,lib,0.96,0.72,1.333,both_built
413,brotli,8.0.2,174737818,bin,29.85,16.97,1.759,both_built
414,brotli-decompressor,5.0.0,174386928,bin,14.94,9.3,1.606,both_built
415,csv,1.4.0,174180946,lib,9.05,5.43,1.667,both_built
416,pyo3-build-config,0.28.3,172744076,lib,4.17,3.12,1.337,both_built
417,csv-core,0.1.13,172577246,lib,2.33,1.74,1.339,both_built
418,inout,0.2.2,172389559,lib,4.29,2.85,1.505,both_built
419,cast,0.3.0,172108424,lib,1.09,0.34,3.206,both_built
420,tonic-build,0.14.5,171565152,lib,41.23,28.66,1.439,both_built
421,serde_repr,0.1.20,170133962,lib,15.77,18.35,0.859,both_built
422,tokio-tungstenite,0.29.0,169982897,lib,34.39,38.14,0.902,both_built
423,xattr,1.6.1,169748751,lib,17.9,8.79,2.036,both_built
424,camino,1.2.2,169175670,lib,1.52,1.01,1.505,both_built
425,num_threads,0.1.7,168843421,lib,3.0,0.34,8.824,both_built
426,unindent,0.2.4,168791833,lib,2.95,0.22,13.409,both_built
427,zip,8.6.0,168174895,lib,38.2,23.15,1.65,both_built
428,dunce,1.0.5,168096906,lib,0.49,0.17,2.882,both_built
429,find-msvc-tools,0.1.9,167697099,lib,0.91,0.49,1.857,both_built
430,pbkdf2,0.13.0,167626796,lib,13.4,3.86,3.472,both_built
431,windows-strings,0.5.1,167580542,lib,0.84,0.52,1.615,both_built
432,fallible-iterator,0.3.0,167577874,lib,1.21,0.58,2.086,both_built
433,cargo_metadata,0.23.1,167190884,lib,17.23,17.55,0.982,both_built
434,oorandom,11.1.5,166867950,lib,0.57,0.28,2.036,both_built
435,combine,4.6.7,166486112,lib,13.9,10.13,1.372,both_built
436,zerotrie,0.2.4,166022947,lib,4.28,3.39,1.263,both_built
437,pyo3,0.28.3,165467722,lib,26.2,17.49,1.498,both_built
438,tiny-keccak,2.0.2,164922355,lib,0.58,0,0,baseline_failed
439,twox-hash,2.1.2,164498661,lib,13.27,8.09,1.64,both_built
440,event-listener-strategy,0.5.4,164405073,lib,1.63,1.13,1.442,both_built
441,os_str_bytes,7.1.1,164326133,lib,1.2,4.22,0.284,both_built
442,potential_utf,0.1.5,164078664,lib,1.9,1.27,1.496,both_built
443,zeroize_derive,1.4.3,163543860,lib,0.86,0,0,baseline_failed
444,quinn-proto,0.11.14,163469110,lib,45.11,62.4,0.723,both_built
445,tinytemplate,1.2.1,163251684,lib,12.65,11.78,1.074,both_built
446,serde_path_to_error,0.1.20,163247637,lib,12.54,5.27,2.38,both_built
447,pyo3-macros,0.28.3,163019271,lib,21.9,25.97,0.843,both_built
448,pyo3-macros-backend,0.28.3,162941874,lib,32.35,25.09,1.289,both_built
449,async-io,2.6.0,162126386,lib,22.65,13.03,1.738,both_built
450,globset,0.4.18,161966305,lib,14.15,18.84,0.751,both_built
451,quinn-udp,0.6.1,161759173,lib,10.91,6.06,1.8,both_built
452,icu_locale_core,2.2.0,161755938,lib,19.38,7.82,2.478,both_built
453,hkdf,0.13.0,161467039,lib,19.83,8.55,2.319,both_built
454,fs_extra,1.3.0,160467249,lib,2.53,0.56,4.518,both_built
455,quinn,0.11.9,159371316,lib,51.69,59.73,0.865,both_built
456,matches,0.1.10,159330207,lib,0.45,0.15,3.0,both_built
457,predicates,3.1.4,159323229,lib,22.44,29.32,0.765,both_built
458,semver-parser,0.10.3,159046112,bin,19.93,21.5,0.927,both_built
459,winreg,0.56.0,158908153,lib,1.21,0,0,baseline_failed
460,curve25519-dalek,5.0.0-pre.6,158903069,lib,5.44,8.65,0.629,both_built
461,colored,3.1.1,157812089,lib,1.16,0.66,1.758,both_built
462,num-derive,0.4.2,157686937,lib,3.96,3.93,1.008,both_built
463,signal-hook,0.4.4,156830832,lib,6.5,6.99,0.93,both_built
464,crc-catalog,2.5.0,156646080,lib,0.49,0.24,2.042,both_built
465,windows-implement,0.60.2,156399853,lib,4.43,5.49,0.807,both_built
466,cookie,0.18.1,155567306,lib,11.27,9.56,1.179,both_built
467,diff,0.1.13,154187884,lib,0.98,0.64,1.531,both_built
468,phf_macros,0.13.1,153916476,lib,6.34,5.06,1.253,both_built
469,tar,0.4.45,153643655,lib,9.52,13.57,0.702,both_built
470,erased-serde,0.4.10,153431923,lib,7.15,6.71,1.066,both_built
471,flume,0.12.0,153304909,lib,6.04,3.01,2.007,both_built
472,windows-interface,0.59.3,152734729,lib,4.67,4.18,1.117,both_built
473,pyo3-ffi,0.28.3,152664556,lib,8.03,8.48,0.947,both_built
474,derivative,2.2.0,151847946,lib,10.92,5.83,1.873,both_built
475,plotters,0.3.7,151606462,lib,70.87,60.99,1.162,both_built
476,alloc-no-stdlib,2.0.4,151305243,bin,4.97,2.97,1.673,both_built
477,vec_map,0.8.2,151123638,lib,1.25,0.32,3.906,both_built
478,alloc-stdlib,0.2.2,150906160,,,,,not_run
479,io-lifetimes,3.0.1,150598298,lib,1.13,1.33,0.85,both_built
480,ciborium-io,0.2.2,149971684,lib,0.67,0.18,3.722,both_built
481,ciborium,0.2.2,149903601,lib,7.82,8.32,0.94,both_built
482,ciborium-ll,0.2.2,149849372,lib,4.44,14.56,0.305,both_built
483,hostname,0.4.2,149096180,lib,5.17,5.33,0.97,both_built
484,cargo-platform,0.3.3,149011821,lib,6.47,5.06,1.279,both_built
485,plotters-backend,0.3.7,148198371,lib,3.56,0.52,6.846,both_built
486,serde_bytes,0.11.19,147522012,lib,9.08,8.93,1.017,both_built
487,plotters-svg,0.3.7,147351907,lib,3.13,0.97,3.227,both_built
488,terminal_size,0.4.4,147034661,lib,4.15,8.63,0.481,both_built
489,ff,0.14.0-pre.0,146530571,lib,5.65,6.29,0.898,both_built
490,rsa,0.10.0-rc.17,145378237,lib,35.94,32.33,1.112,both_built
491,pretty_assertions,1.4.1,144785710,lib,1.05,1.37,0.766,both_built
492,indicatif,0.18.4,144748518,lib,7.04,4.56,1.544,both_built
493,group,0.14.0-pre.0,144021485,lib,1.63,2.52,0.647,both_built
494,dirs-sys-next,0.1.2,143788746,lib,2.09,1.2,1.742,both_built
495,rand_hc,0.5.0,143656728,lib,2.0,1.09,1.835,both_built
496,opentelemetry_sdk,0.31.0,143413156,lib,20.94,15.14,1.383,both_built
497,async-compression,0.4.42,143070074,lib,6.46,2.55,2.533,both_built
498,scoped-tls,1.0.1,141957309,lib,4.26,0.24,17.75,both_built
499,base16ct,1.0.0,141899644,lib,1.02,0.37,2.757,both_built
500,predicates-core,1.0.10,141876996,lib,1.08,0.43,2.512,both_built
501,predicates-tree,1.0.13,141628338,lib,7.06,2.2,3.209,both_built
502,futures-timer,3.0.3,141545640,lib,2.47,0.59,4.186,both_built
503,wait-timeout,0.2.1,141408073,bin,9.71,0,0,baseline_failed
504,elliptic-curve,0.14.0-rc.31,141310267,lib,21.78,11.66,1.868,both_built
505,redox_users,0.5.2,140207311,lib,41.99,17.41,2.412,both_built
506,ecdsa,0.17.0-rc.17,139290270,lib,23.45,73.89,0.317,both_built
507,block-padding,0.4.2,139167917,lib,12.49,5.8,2.153,both_built
508,tracing-opentelemetry,0.32.1,139120769,lib,44.17,41.22,1.072,both_built
509,fancy-regex,0.18.0,138915918,lib,19.81,16.72,1.185,both_built
510,pkcs1,0.8.0-rc.4,138648546,lib,39.26,21.8,1.801,both_built
511,proc-macro-hack,0.5.20+deprecated,138638861,,,,,not_run
512,libsqlite3-sys,0.37.0,138205574,lib,32.12,3.91,8.215,both_built
513,sec1,0.8.1,137038942,lib,11.38,13.24,0.86,both_built
514,sha-1,0.10.1,136837220,lib,31.75,27.51,1.154,both_built
515,async-task,4.7.1,135975694,lib,7.47,0.36,20.75,both_built
516,termtree,1.0.0,135750998,lib,4.39,0.27,16.259,both_built
517,derive_more-impl,2.1.1,134529280,lib,14.88,12.83,1.16,both_built
518,anes,0.2.1,134225858,lib,1.56,0.45,3.467,both_built
519,sysinfo,0.38.4,133899766,lib,7.93,14.8,0.536,both_built
520,ed25519,3.0.0-rc.4,133285248,lib,5.46,2.53,2.158,both_built
521,aead,0.6.0-rc.10,132783780,lib,20.98,9.14,2.295,both_built
522,rfc6979,0.5.0-rc.5,132742930,lib,17.13,7.28,2.353,both_built
523,stringprep,0.1.5,132109318,lib,14.84,5.06,2.933,both_built
524,icu_locid_transform_data,1.5.1,132088592,lib,2.66,0.38,7.0,both_built
525,serde_derive_internals,0.29.1,131742407,lib,27.75,31.63,0.877,both_built
526,ctr,0.10.0,130820362,lib,6.57,11.83,0.555,both_built
527,iri-string,0.7.12,130805529,lib,19.77,2.72,7.268,both_built
528,web-time,1.1.0,130460778,lib,2.47,0.16,15.438,both_built
529,icu_locid,2.0.0,130457253,lib,0.9,0.15,6.0,both_built
530,utf16_iter,1.0.5,130198111,lib,3.33,1.57,2.121,both_built
531,write16,1.0.0,130007508,lib,1.93,0.22,8.773,both_built
532,icu_provider_macros,2.0.0-beta1,129720752,lib,6.8,5.47,1.243,both_built
533,dirs-next,2.0.0,129692220,lib,5.49,7.69,0.714,both_built
534,encode_unicode,1.0.0,129667733,lib,2.24,0.7,3.2,both_built
535,pathdiff,0.2.3,129618233,lib,3.8,0.32,11.875,both_built
536,whoami,2.1.2,128913743,lib,5.99,6.42,0.933,both_built
537,num-bigint-dig,0.8.6,128844550,lib,70.39,60.31,1.167,both_built
538,derive_builder,0.20.2,128740768,lib,24.47,29.52,0.829,both_built
539,derive_builder_core,0.20.2,128699404,lib,2.28,0,0,baseline_failed
540,icu_locid_transform,2.0.0,128227063,lib,1.07,0.15,7.133,both_built
541,png,0.18.1,126953059,lib,18.94,19.3,0.981,both_built
542,blocking,1.6.2,126945589,lib,14.61,15.99,0.914,both_built
543,universal-hash,0.6.1,126594165,lib,26.35,17.52,1.504,both_built
544,protobuf,4.35.0-rc.1,126027153,lib,28.84,19.05,1.514,both_built
545,yaml-rust,0.4.5,125640648,lib,18.66,23.08,0.808,both_built
546,env_filter,1.0.1,124775835,lib,5.89,23.17,0.254,both_built
547,schemars_derive,1.2.1,124261343,lib,25.19,32.89,0.766,both_built
548,r-efi,6.0.0,124204778,lib,4.97,0.91,5.462,both_built
549,new_debug_unreachable,1.0.6,123945576,lib,5.35,0.16,33.438,both_built
550,crossterm,0.29.0,123907578,lib,10.91,19.48,0.56,both_built
551,system-configuration,0.7.0,123546820,lib,1.56,0,0,baseline_failed
552,ctor,0.10.1,123505117,lib,6.35,1.64,3.872,both_built
553,system-configuration-sys,0.6.0,122868434,lib,4.46,3.8,1.174,both_built
554,ed25519-dalek,3.0.0-pre.6,122714835,lib,23.44,45.16,0.519,both_built
555,ref-cast,1.0.25,122542550,lib,18.23,5.85,3.116,both_built
556,ref-cast-impl,1.0.25,122538897,lib,11.0,9.33,1.179,both_built
557,term,1.2.1,122201517,lib,4.37,0.84,5.202,both_built
558,const-random,0.1.18,120981240,lib,11.03,8.9,1.239,both_built
559,similar,3.1.0,120737800,lib,26.23,4.5,5.829,both_built
560,derive_builder_macro,0.20.2,120512816,lib,11.92,17.76,0.671,both_built
561,float-cmp,0.10.0,120504364,lib,4.49,7.03,0.639,both_built
562,mockall,0.14.0,120485888,lib,38.39,13.27,2.893,both_built
563,atoi,2.0.0,120114791,lib,17.25,11.13,1.55,both_built
564,bzip2-sys,0.1.13+1.0.8,120098795,,,,,not_run
565,mockall_derive,0.14.0,120092045,lib,23.61,33.73,0.7,both_built
566,const-random-macro,0.1.16,120069177,lib,3.22,3.09,1.042,both_built
567,jsonwebtoken,10.3.0,119898953,lib,36.0,32.41,1.111,both_built
568,headers,0.4.1,119367820,lib,29.3,16.02,1.829,both_built
569,ureq,3.3.0,119120925,lib,63.74,75.73,0.842,both_built
570,image,0.25.10,119044973,lib,114.43,73.55,1.556,both_built
571,blake3,1.8.5,118956670,lib,11.77,9.69,1.215,both_built
572,simdutf8,0.1.5,118762582,lib,3.54,0.55,6.436,both_built
573,async-executor,1.14.0,118742540,lib,7.73,3.87,1.997,both_built
574,webpki,0.22.4,118046552,lib,34.35,55.84,0.615,both_built
575,borsh,1.6.1,117831414,bin,6.0,2.5,2.4,both_built
576,waker-fn,1.2.0,117818084,lib,1.38,0.18,7.667,both_built
577,crypto-mac,0.11.1,117163391,lib,5.29,2.06,2.568,both_built
578,ignore,0.4.25,117139147,lib,60.21,38.86,1.549,both_built
579,raw-cpuid,11.6.0,116853997,bin,35.41,18.48,1.916,both_built
580,android-tzdata,0.1.1,116844388,lib,2.09,0.38,5.5,both_built
581,headers-core,0.3.0,116807675,lib,10.91,4.53,2.408,both_built
582,proptest,1.11.0,116555008,lib,75.44,29.35,2.57,both_built
583,peeking_take_while,1.0.0,116052875,lib,2.61,0.29,9.0,both_built
584,remove_dir_all,1.0.0,115404411,bin,35.09,80.93,0.434,both_built
585,bzip2,0.6.1,115352760,lib,10.64,9.52,1.118,both_built
586,tracing-futures,0.2.5,114986615,lib,22.93,21.19,1.082,both_built
587,simple_asn1,0.6.4,114761384,lib,95.73,100.31,0.954,both_built
588,rand_pcg,0.10.2,114718266,lib,3.53,2.14,1.65,both_built
589,libredox,0.1.16,114522067,lib,34.38,12.59,2.731,both_built
590,option-ext,0.2.0,113366646,lib,6.56,0.82,8.0,both_built
591,lexical-core,1.0.6,113200207,lib,6.0,4.12,1.456,both_built
592,owo-colors,4.3.0,112914486,lib,3.83,3.16,1.212,both_built
593,number_prefix,0.4.0,112623415,lib,8.57,0.25,34.28,both_built
594,doc-comment,0.3.4,112193407,lib,2.51,0.51,4.922,both_built
595,xml-rs,0.8.28,111968253,bin,4.91,1.74,2.822,both_built
596,sha3,0.10.9,110727759,lib,18.03,35.79,0.504,both_built
597,regex-lite,0.1.9,110041283,lib,20.76,1.19,17.445,both_built
598,md5,0.8.0,109653502,lib,19.76,0.26,76.0,both_built
599,downcast-rs,2.0.2,109214644,lib,1.44,0.55,2.618,both_built
600,rand_distr,0.6.0,108920437,lib,23.64,22.41,1.055,both_built
601,fragile,2.1.0,108911215,lib,7.99,2.32,3.444,both_built
602,toml_parser,1.1.2+spec-1.1.0,108896790,,,,,not_run
603,tokio-io-timeout,1.2.1,108863392,lib,44.43,67.8,0.655,both_built
604,p256,0.14.0-rc.9,108699456,lib,71.95,80.99,0.888,both_built
605,fxhash,0.2.1,108562004,lib,17.55,1.69,10.385,both_built
606,aws-lc-sys,0.40.0,108527035,lib,100.71,62.81,1.603,both_built
607,polyval,0.7.1,108227542,lib,7.24,24.64,0.294,both_built
608,ptr_meta_derive,0.3.1,108173893,lib,11.84,16.02,0.739,both_built
609,ptr_meta,0.3.1,108173886,lib,12.24,14.7,0.833,both_built
610,enum-as-inner,0.7.0,108057318,lib,35.61,31.85,1.118,both_built
611,jni,0.22.4,107788346,lib,39.6,22.56,1.755,both_built
612,string_cache,0.9.0,107696803,lib,15.99,5.8,2.757,both_built
613,serial_test,3.4.0,107580429,lib,39.85,49.28,0.809,both_built
614,aws-lc-rs,1.16.3,107497933,lib,72.1,64.73,1.114,both_built
615,blake2,0.11.0-rc.6,107318327,lib,8.45,4.26,1.984,both_built
616,quanta,0.12.6,107206431,lib,13.39,6.71,1.996,both_built
617,wasmparser,0.247.0,106737750,lib,75.57,56.76,1.331,both_built
618,approx,0.6.0-rc2,106712025,lib,7.55,2.89,2.612,both_built
619,sha1_smol,1.0.1,106366348,lib,3.9,0.52,7.5,both_built
620,serial_test_derive,3.4.0,106206799,lib,39.95,49.56,0.806,both_built
621,downcast,0.11.0,105442046,lib,1.45,0.21,6.905,both_built
622,maplit,1.0.2,105412558,lib,1.47,0.18,8.167,both_built
623,outref,0.5.2,105150746,lib,7.09,0.24,29.542,both_built
624,dtoa,1.0.11,104903578,lib,6.35,0.27,23.519,both_built
625,precomputed-hash,0.1.1,104325649,lib,8.92,0.19,46.947,both_built
626,secrecy,0.10.3,104196965,lib,19.16,9.34,2.051,both_built
627,chrono-tz,0.10.4,103977914,lib,22.08,86.18,0.256,both_built
628,void,1.0.2,103762359,lib,6.03,0.19,31.737,both_built
629,x509-parser,0.18.1,103399172,lib,71.8,35.87,2.002,both_built
630,getopts,0.2.24,103136495,lib,3.95,2.07,1.908,both_built
631,rusty-fork,0.3.1,102473382,lib,8.1,9.34,0.867,both_built
632,codespan-reporting,0.13.1,102287915,lib,6.33,2.29,2.764,both_built
633,curve25519-dalek-derive,0.1.1,102075377,lib,10.88,5.27,2.065,both_built
634,inotify,0.11.1,101932928,lib,52.05,35.59,1.462,both_built
635,difflib,0.4.0,101901513,lib,2.6,0.77,3.377,both_built
636,zmij,1.0.21,101706182,lib,7.17,5.65,1.269,both_built
637,seahash,4.1.0,101596762,lib,3.55,1.04,3.413,both_built
638,borsh-derive,1.6.1,101484501,lib,14.99,13.41,1.118,both_built
639,der-parser,10.0.0,101370340,lib,29.17,45.27,0.644,both_built
640,async-recursion,1.1.1,101215205,lib,15.13,15.64,0.967,both_built
641,rkyv,0.8.16,101013045,lib,49.27,56.8,0.867,both_built
642,rkyv_derive,0.8.16,101004381,lib,11.83,20.81,0.568,both_built
643,keccak,0.2.0,100860411,lib,2.46,0.87,2.828,both_built
644,dotenvy,0.15.7,100517644,bin,4.79,0.56,8.554,both_built
645,prometheus,0.14.0,100478652,lib,70.18,84.66,0.829,both_built
646,arbitrary,1.4.2,100396249,lib,3.24,1.48,2.189,both_built
647,const_format,0.2.36,100040285,lib,11.38,9.08,1.253,both_built
648,opentelemetry-semantic-conventions,0.31.0,99726486,lib,9.45,0.22,42.955,both_built
649,threadpool,1.8.1,99636310,lib,7.79,4.05,1.923,both_built
650,unarray,0.1.4,99095731,lib,2.69,1.65,1.63,both_built
651,serde-value,0.7.0,99092196,lib,31.09,28.81,1.079,both_built
652,rmp,0.8.15,98706475,lib,13.68,2.54,5.386,both_built
653,unicode-properties,0.1.4,98300867,lib,8.27,0.34,24.324,both_built
654,oid-registry,0.9.0-beta.1,98218733,lib,56.33,36.19,1.557,both_built
655,const_format_proc_macros,0.2.34,97763517,lib,6.36,8.17,0.778,both_built
656,jiff,0.2.24,97439342,lib,10.64,5.76,1.847,both_built
657,ghash,0.6.0,97364015,lib,16.38,12.41,1.32,both_built
658,matrixmultiply,0.3.10,97349825,lib,13.28,13.06,1.017,both_built
659,debugid,0.8.0,97336938,lib,3.48,1.35,2.578,both_built
660,aes-gcm,0.11.0-rc.3,97082099,lib,22.79,6.29,3.623,both_built
661,crossbeam,0.8.4,96518414,lib,6.67,10.59,0.63,both_built
662,asn1-rs,0.8.0-beta.1,96498391,lib,21.29,12.71,1.675,both_built
663,rend,0.5.3,96298995,lib,30.11,6.28,4.795,both_built
664,hash32,1.0.0,96201044,lib,1.83,0.45,4.067,both_built
665,asn1-rs-derive,0.7.0,96003729,lib,8.12,13.27,0.612,both_built
666,notify,9.0.0-rc.3,95648515,lib,14.82,16.79,0.883,both_built
667,value-bag,1.12.0,95574982,lib,8.48,0.58,14.621,both_built
668,opentelemetry-otlp,0.31.1,95528707,lib,273.59,196.87,1.39,both_built
669,opentelemetry-http,0.31.0,95343274,lib,94.05,50.9,1.848,both_built
670,aws-smithy-http,0.63.6,95285114,lib,54.27,61.35,0.885,both_built
671,opentelemetry-proto,0.31.0,95095055,lib,179.34,121.45,1.477,both_built
672,piper,0.2.5,94509926,lib,9.79,10.05,0.974,both_built
673,rust_decimal,1.41.0,94384153,lib,21.23,33.43,0.635,both_built
674,inotify-sys,0.1.5,94211066,lib,13.62,6.09,2.236,both_built
675,bytecheck_derive,0.8.2,94009623,lib,26.47,15.84,1.671,both_built
676,bytecheck,0.8.2,94008508,lib,29.53,13.44,2.197,both_built
677,base64-simd,0.8.0,92547005,lib,9.37,4.54,2.064,both_built
678,futures-intrusive,0.5.0,92330130,lib,13.84,13.05,1.061,both_built
679,ctrlc,3.5.2,92110433,lib,5.93,23.65,0.251,both_built
680,aws-smithy-json,0.62.5,91892907,lib,22.39,15.66,1.43,both_built
681,bytecount,0.6.9,91877399,lib,4.51,3.11,1.45,both_built
682,rmp-serde,1.3.1,91700991,lib,22.96,53.47,0.429,both_built
683,rawpointer,0.2.1,91538301,lib,17.44,1.77,9.853,both_built
684,sqlx-core,0.9.0-alpha.1,91149581,lib,193.14,134.75,1.433,both_built
685,shell-words,1.1.1,91061842,lib,5.14,0.52,9.885,both_built
686,sqlx,0.9.0-alpha.1,90833871,lib,264.56,87.86,3.011,both_built
687,sqlx-macros,0.9.0-alpha.1,90534008,lib,187.1,170.27,1.099,both_built
688,match_cfg,0.1.0,90467142,lib,8.31,0.22,37.773,both_built
689,Inflector,0.11.4,90185620,lib,5.96,0,0,baseline_failed
690,fdeflate,0.3.7,90089118,lib,2.62,1.29,2.031,both_built
691,assert-json-diff,2.0.2,89904618,lib,11.98,14.57,0.822,both_built
692,lz4_flex,0.13.0,89774973,lib,7.86,2.34,3.359,both_built
693,async-process,2.5.0,89601724,lib,15.48,21.53,0.719,both_built
694,git2,0.20.4,89471099,lib,160.02,134.99,1.185,both_built
695,indenter,0.3.4,89353733,lib,14.26,0.2,71.3,both_built
696,libgit2-sys,0.18.3+1.9.2,89063922,,,,,not_run
697,fs-err,3.3.0,88682931,lib,11.1,1.52,7.303,both_built
698,rusticata-macros,5.0.0,88558645,lib,9.31,5.98,1.557,both_built
699,rust-ini,0.21.3,88287535,lib,22.16,20.75,1.068,both_built
700,resolv-conf,0.7.6,87081931,lib,22.05,0.91,24.231,both_built
701,pulldown-cmark,0.13.3,87000812,bin,16.7,5.29,3.157,both_built
702,lru-slab,0.1.2,86930957,lib,1.87,0.28,6.679,both_built
703,bytes-utils,0.1.4,86914833,lib,2.5,19.34,0.129,both_built
704,asn1-rs-impl,0.3.0,86606469,lib,6.21,5.33,1.165,both_built
705,compact_str,0.9.0,86536991,lib,16.74,13.28,1.261,both_built
706,wasm-streams,0.5.0,86366430,lib,101.02,65.65,1.539,both_built
707,vsimd,0.8.0,86318768,lib,2.75,4.57,0.602,both_built
708,http-range-header,0.4.2,86286582,lib,3.11,0.49,6.347,both_built
709,proc-macro-error2,2.0.1,85905790,lib,23.78,12.71,1.871,both_built
710,proc-macro-error-attr2,2.0.0,85905755,lib,15.71,6.7,2.345,both_built
711,jni-sys,0.3.1,85861078,lib,27.03,29.48,0.917,both_built
712,lexical-util,1.0.7,85267178,lib,2.44,0.76,3.211,both_built
713,lexical-parse-integer,1.0.6,85221095,lib,5.33,3.33,1.601,both_built
714,lexical-parse-float,1.0.6,85209212,lib,8.79,10.93,0.804,both_built
715,deadpool,0.13.0,84928171,lib,27.81,9.51,2.924,both_built
716,gif,0.14.2,84797014,lib,18.98,20.56,0.923,both_built
717,snafu-derive,0.9.0,84695750,lib,118.5,49.97,2.371,both_built
718,snafu,0.9.0,84678670,lib,124.08,46.24,2.683,both_built
719,bytemuck_derive,1.10.2,84285502,lib,17.34,14.08,1.232,both_built
720,eyre,0.6.12,84132750,lib,3.99,1.32,3.023,both_built
721,aws-smithy-types,1.4.7,84071842,lib,23.14,14.53,1.593,both_built
722,litrs,1.0.0,84037918,lib,5.47,0.81,6.753,both_built
723,xmlparser,0.13.6,83924565,lib,3.95,1.09,3.624,both_built
724,weezl,0.1.12,83714987,bin,29.15,1.0,29.15,both_built
725,infer,0.19.0,83705192,lib,18.66,6.95,2.685,both_built
726,snap,1.1.1,83670215,lib,8.46,3.16,2.677,both_built
727,aws-sigv4,1.4.3,83193042,lib,53.15,40.61,1.309,both_built
728,hdrhistogram,7.5.4,83168085,lib,24.96,12.98,1.923,both_built
729,toml_write,0.1.2,83060039,lib,3.15,0.75,4.2,both_built
730,inventory,0.3.24,82797164,lib,2.74,0.22,12.455,both_built
731,aws-smithy-async,1.2.14,82590069,lib,21.87,12.8,1.709,both_built
732,aws-types,1.3.15,82497712,lib,44.86,15.15,2.961,both_built
733,color_quant,1.1.0,82415016,lib,10.24,0.3,34.133,both_built
734,castaway,0.2.4,82251416,lib,24.5,5.87,4.174,both_built
735,ndarray,0.17.2,82240070,lib,31.27,26.93,1.161,both_built
736,config,0.15.22,82239473,lib,59.5,37.96,1.567,both_built
737,rand_xoshiro,0.8.0,82132447,lib,3.61,4.75,0.76,both_built
738,cbindgen,0.29.2,82081861,bin,65.8,41.71,1.578,both_built
739,ntapi,0.4.3,81435628,lib,11.98,2.89,4.145,both_built
740,async-global-executor,3.1.0,81398665,lib,47.96,21.16,2.267,both_built
741,integer-encoding,4.1.0,80767495,lib,2.81,1.16,2.422,both_built
742,axum-macros,0.5.1,80749667,lib,26.98,19.07,1.415,both_built
743,backoff,0.4.0,80397450,lib,16.3,43.55,0.374,both_built
744,cesu8,1.1.0,80123250,lib,3.8,1.18,3.22,both_built
745,adler32,1.2.0,79785860,lib,5.89,4.54,1.297,both_built
746,once_cell_polyfill,1.56.1,79648580,lib,4.82,6.6,0.73,both_built
747,bigdecimal,0.4.10,79639359,lib,29.53,21.98,1.343,both_built
748,structopt,0.3.26,79586036,lib,21.04,24.62,0.855,both_built
749,aws-sdk-sts,1.103.0,79517594,lib,114.5,135.43,0.845,both_built
750,normalize-line-endings,0.3.0,79415586,lib,4.56,0.19,24.0,both_built
751,aws-smithy-xml,0.60.15,79335941,lib,12.98,11.58,1.121,both_built
752,fiat-crypto,0.3.0,79281747,lib,31.76,18.71,1.697,both_built
